Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

19.02.54      UID       PID    %usr %system  %guest    %CPU   CPU  Command
19.02.55     1000      5828   97,03    0,00    0,00   97,03     0  java
19.02.56     1000      5828  100,00    0,00    0,00  100,00     0  java
19.02.57     1000      5828   99,00    0,00    0,00   99,00     0  java
19.02.58     1000      5828  100,00    0,00    0,00  100,00     0  java
19.02.59     1000      5828   99,00    0,00    0,00   99,00     0  java
19.03.00     1000      5828   99,00    0,00    0,00   99,00     0  java
19.03.01     1000      5828   99,00    0,00    0,00   99,00     0  java
19.03.02     1000      5828  100,00    0,00    0,00  100,00     0  java
19.03.03     1000      5828   99,00    0,00    0,00   99,00     0  java
19.03.04     1000      5828   99,00    0,00    0,00   99,00     0  java
Average:     1000      5828   99,10    0,00    0,00   99,10     -  java
